OBJECTID,SUBJ_STATE,FEATURE,Shape__Area,Shape__Length
107,OREGON,1,6461.04693603516,342.909648350858
108,OREGON,1,2777.96588134766,201.662243381924
109,OREGON,1,19158.0883178711,617.454606032969
110,OREGON,1,7393.59185791016,398.545894430443
111,OREGON,1,95489.8763427734,2539.12489615919
112,OREGON,1,9041.16644287109,420.750885092312
113,OREGON,1,5731.04449462891,373.368290861825
114,OREGON,1,4071504.42504883,10072.4146653766
115,OREGON,1,160789.111083984,2725.99294710468
116,OREGON,1,109624.956787109,1745.14191605629
117,OREGON,1,2713.84259033203,204.399893530287
118,OREGON,1,24031.1635742188,804.536501436735
119,OREGON,1,6772.02209472656,363.650215419584
120,OREGON,1,103078.823669434,1724.51029843349
121,OREGON,1,14727.3685913086,555.111696102699
122,OREGON,1,682994.841064453,3170.73086229109
123,OREGON,1,41156.7743530273,968.57411367338
124,OREGON,1,7350.45837402344,351.291131297996
125,OREGON,1,182389.457458496,2783.12721741277
126,OREGON,1,16815200.3803711,37507.7184693288
127,OREGON,1,10708.80859375,468.753814210009
128,OREGON,1,10710.0356445313,533.628559132417
129,OREGON,1,322814.353820801,2350.21654284097
130,OREGON,1,4641063.0993042,11205.8739538913
131,OREGON,1,350943.639221191,4656.59089937926
132,OREGON,1,22523734.6027222,36821.0464134418
133,OREGON,1,4897.0458984375,288.637962836665
134,OREGON,1,2920.74786376953,232.766407437446
135,OREGON,1,17297.9017944336,704.019551555784
136,OREGON,1,15110.3619384766,612.0054595644
137,OREGON,1,5487.2451171875,343.185421500198
138,OREGON,1,5808.65112304688,324.422994343328
139,OREGON,1,570704.244018555,5694.95157754072
140,OREGON,1,2649.78552246094,265.899307608573
141,OREGON,1,2218.59509277344,204.079165999515
142,OREGON,1,249780.096191406,3180.46415449208
143,OREGON,1,33379.0342407227,848.689035496619
144,OREGON,1,2023160.34887695,6775.78162394441
145,OREGON,1,486462.188781738,4432.93529189252
146,OREGON,1,2402148.12023926,7426.10052203173
147,OREGON,1,16495.150390625,595.316549451673
148,OREGON,1,46187.9408569336,1235.80758642155
149,OREGON,1,356018.415893555,2829.41832124627
150,OREGON,1,29028.7994384766,698.224415459699
151,OREGON,1,4571.07391357422,297.415201676034
152,OREGON,1,34088.4801635742,1274.02600910924
153,OREGON,1,159075.070739746,2506.96308027406
154,OREGON,1,23517.4174194336,838.06574955991
155,OREGON,1,7819.53259277344,372.328803614303
156,OREGON,1,10916.3768920898,454.76084579765
157,OREGON,1,2067133.86889648,7217.4842684605
158,OREGON,1,2639.60693359375,208.266343449606
